filepath,expected_duration,actual_duration
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-05-02-01-02-16.wav,3.7370625,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-05-02-02-01-16.wav,3.8038125,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-05-02-02-02-16.wav,4.07075,2.144
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-01-01-01-16.wav,3.7036875,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-01-01-02-16.wav,3.5035,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-01-02-01-16.wav,3.637,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-01-02-02-16.wav,3.57025,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-02-01-01-16.wav,3.7370625,1.984
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-02-01-02-16.wav,3.7370625,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-02-02-01-16.wav,3.536875,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-06-02-02-02-16.wav,3.5035,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-01-01-01-16.wav,3.7704375,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-01-01-02-16.wav,3.7370625,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-01-02-01-16.wav,3.470125,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-01-02-02-16.wav,3.57025,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-02-01-01-16.wav,4.2709375,2.336
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-02-01-02-16.wav,4.237625,2.304
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-02-02-01-16.wav,4.1375,2.304
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-07-02-02-02-16.wav,4.1375,2.208
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-01-01-01-16.wav,3.536875,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-01-01-02-16.wav,3.43675,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-01-02-01-16.wav,3.5035,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-01-02-02-16.wav,3.4368125,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-02-01-01-16.wav,3.536875,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-02-01-02-16.wav,3.536875,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-02-02-01-16.wav,3.57025,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_16/03-01-08-02-02-02-16.wav,3.57025,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-01-01-01-01-17.wav,3.8371875,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-01-01-01-02-17.wav,3.5035,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-01-01-02-01-17.wav,3.5035,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-01-01-02-02-17.wav,3.470125,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-01-01-01-17.wav,3.470125,1.472
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-01-01-02-17.wav,3.536875,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-01-02-01-17.wav,3.4701875,1.408
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-01-02-02-17.wav,3.536875,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-02-01-01-17.wav,3.7370625,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-02-01-02-17.wav,4.104125,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-02-02-01-17.wav,3.7370625,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-03-02-02-02-17.wav,3.8038125,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-01-01-01-17.wav,3.670375,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-01-01-02-17.wav,3.5035,1.376
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-01-02-01-17.wav,3.57025,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-01-02-02-17.wav,3.603625,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-02-01-01-17.wav,3.670375,2.08
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-02-01-02-17.wav,3.70375,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-02-02-01-17.wav,3.603625,2.24
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-04-02-02-02-17.wav,3.57025,1.376
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-01-01-01-17.wav,3.4701875,1.44
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-01-01-02-17.wav,3.70375,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-01-02-01-17.wav,3.603625,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-01-02-02-17.wav,3.536875,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-02-01-01-17.wav,3.5035,1.44
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-02-01-02-17.wav,3.7370625,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-02-02-01-17.wav,3.637,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-05-02-02-02-17.wav,3.8038125,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-01-01-01-17.wav,3.470125,1.472
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-01-01-02-17.wav,3.5035,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-01-02-01-17.wav,3.536875,3.232
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-01-02-02-17.wav,3.637,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-02-01-01-17.wav,3.70375,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-02-01-02-17.wav,3.7370625,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-02-02-01-17.wav,3.670375,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-06-02-02-02-17.wav,3.8371875,1.92
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-01-01-01-17.wav,3.8371875,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-01-01-02-17.wav,3.70375,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-01-02-01-17.wav,3.57025,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-01-02-02-17.wav,3.5035,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-02-01-01-17.wav,4.20425,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-02-01-02-17.wav,4.170875,2.08
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-02-02-01-17.wav,4.4711875,2.784
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-07-02-02-02-17.wav,4.604625,2.272
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-01-01-01-17.wav,3.4034375,1.312
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-01-01-02-17.wav,3.637,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-01-02-01-17.wav,3.3700625,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-01-02-02-17.wav,3.4368125,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-02-01-01-17.wav,3.536875,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-02-01-02-17.wav,3.670375,2.304
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-02-02-01-17.wav,3.4368125,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_17/03-01-08-02-02-02-17.wav,3.536875,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-01-01-01-01-18.wav,3.4701875,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-01-01-01-02-18.wav,3.536875,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-01-01-02-01-18.wav,3.470125,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-01-01-02-02-18.wav,3.4701875,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-01-01-01-18.wav,3.4034375,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-01-01-02-18.wav,3.3700625,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-01-02-01-18.wav,3.43675,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-01-02-02-18.wav,3.5035,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-02-01-01-18.wav,3.7704375,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-02-01-02-18.wav,3.93725,1.824
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-02-02-01-18.wav,3.7704375,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-03-02-02-02-18.wav,3.8371875,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-01-01-01-18.wav,3.57025,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-01-01-02-18.wav,3.637,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-01-02-01-18.wav,3.536875,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-01-02-02-18.wav,3.637,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-02-01-01-18.wav,3.8038125,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-02-01-02-18.wav,3.8371875,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-02-02-01-18.wav,4.1375,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-04-02-02-02-18.wav,3.8371875,2.272
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-01-01-01-18.wav,3.9039375,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-01-01-02-18.wav,4.170875,2.24
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-01-02-01-18.wav,3.57025,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-01-02-02-18.wav,3.637,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-02-01-01-18.wav,3.70375,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-02-01-02-18.wav,3.7704375,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-02-02-01-18.wav,3.8371875,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-05-02-02-02-18.wav,4.2375625,2.208
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-01-01-01-18.wav,3.4368125,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-01-01-02-18.wav,3.4034375,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-01-02-01-18.wav,3.470125,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-01-02-02-18.wav,3.4701875,1.92
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-02-01-01-18.wav,3.737125,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-02-01-02-18.wav,4.170875,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-02-02-01-18.wav,3.8038125,1.92
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-06-02-02-02-18.wav,3.8038125,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-01-01-01-18.wav,4.3043125,2.432
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-01-01-02-18.wav,4.07075,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-01-02-01-18.wav,3.670375,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-01-02-02-18.wav,4.3710625,2.464
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-02-01-01-18.wav,4.7714375,2.784
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-02-01-02-18.wav,4.4711875,2.464
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-02-02-01-18.wav,4.638,2.624
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-07-02-02-02-18.wav,4.57125,2.528
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-01-01-01-18.wav,3.3700625,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-01-01-02-18.wav,3.5035,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-01-02-01-18.wav,3.5035,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-01-02-02-18.wav,3.5035,1.664
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-02-01-01-18.wav,3.637,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-02-01-02-18.wav,3.536875,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-02-02-01-18.wav,3.8705625,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_18/03-01-08-02-02-02-18.wav,3.637,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-01-01-01-01-19.wav,3.3700625,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-01-01-01-02-19.wav,3.2365625,1.472
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-01-01-02-01-19.wav,3.3366875,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-01-01-02-02-19.wav,3.3033125,1.44
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-01-01-01-19.wav,3.637,2.773
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-01-01-02-19.wav,3.70375,2.272
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-01-02-01-19.wav,3.2699375,1.984
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-01-02-02-19.wav,3.3033125,2.304
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-02-01-01-19.wav,3.7704375,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-02-01-02-19.wav,3.8038125,2.592
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-02-02-01-19.wav,4.4044375,3.5404375
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-03-02-02-02-19.wav,4.004,2.144
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-01-01-01-19.wav,3.4368125,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-01-01-02-19.wav,3.670375,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-01-02-01-19.wav,3.169875,1.44
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-01-02-02-19.wav,3.670375,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-02-01-01-19.wav,4.004,2.432
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-02-01-02-19.wav,3.70375,2.816
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-02-02-01-19.wav,3.4034375,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-04-02-02-02-19.wav,3.737125,2.368
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-01-01-01-19.wav,3.7704375,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-01-01-02-19.wav,3.70375,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-01-02-01-19.wav,3.3033125,1.44
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-01-02-02-19.wav,3.57025,2.624
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-02-01-01-19.wav,3.9706875,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-02-01-02-19.wav,4.8048125,2.816
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-02-02-01-19.wav,4.3376875,2.432
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-05-02-02-02-19.wav,4.104125,2.208
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-01-01-01-19.wav,3.7036875,1.984
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-01-01-02-19.wav,3.5035,2.272
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-01-02-01-19.wav,3.7704375,2.272
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-01-02-02-19.wav,3.536875,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-02-01-01-19.wav,3.8371875,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-02-01-02-19.wav,4.3710625,2.464
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-02-02-01-19.wav,3.57025,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-06-02-02-02-19.wav,4.037375,3.072
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-01-01-01-19.wav,4.3043125,3.264
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-01-01-02-19.wav,4.8381875,3.008
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-01-02-01-19.wav,4.170875,3.328
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-01-02-02-19.wav,3.9373125,2.752
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-02-01-01-19.wav,4.8048125,2.912
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-02-01-02-19.wav,5.2719375,4.2479375
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-02-02-01-19.wav,4.9049375,3.008
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-07-02-02-02-19.wav,4.9383125,3.072
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-01-01-01-19.wav,3.7370625,1.952
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-01-01-02-19.wav,3.536875,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-01-02-01-19.wav,4.104125,2.784
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-01-02-02-19.wav,3.06975,1.184
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-02-01-01-19.wav,4.104125,2.304
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-02-01-02-19.wav,4.638,2.752
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-02-02-01-19.wav,3.236625,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_19/03-01-08-02-02-02-19.wav,3.2699375,1.472
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-01-01-20.wav,3.470125,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-01-02-20.wav,3.57025,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-02-01-20.wav,3.4368125,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-01-01-02-02-20.wav,3.536875,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-01-01-20.wav,3.536875,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-01-02-20.wav,3.7036875,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-02-01-20.wav,3.470125,1.696
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-01-02-02-20.wav,3.4034375,1.472
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-02-01-01-20.wav,3.670375,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-02-01-02-20.wav,4.3043125,2.72
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-02-02-01-20.wav,3.57025,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-03-02-02-02-20.wav,3.70375,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-01-01-01-20.wav,3.603625,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-01-01-02-20.wav,3.5035,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-01-02-01-20.wav,3.470125,1.6
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-01-02-02-20.wav,3.3700625,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-02-01-01-20.wav,3.7704375,1.856
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-02-01-02-20.wav,4.2375625,3.5015625
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-02-02-01-20.wav,3.8038125,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-04-02-02-02-20.wav,3.970625,2.464
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-01-01-01-20.wav,3.236625,1.312
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-01-01-02-20.wav,3.7370625,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-01-02-01-20.wav,3.670375,1.568
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-01-02-02-20.wav,3.8038125,2.592
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-02-01-01-20.wav,4.1375,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-02-01-02-20.wav,4.07075,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-02-02-01-20.wav,4.4044375,2.336
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-05-02-02-02-20.wav,3.536875,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-01-01-01-20.wav,3.8038125,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-01-01-02-20.wav,4.3710625,2.4
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-01-02-01-20.wav,3.9373125,1.984
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-01-02-02-20.wav,3.3033125,1.504
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-02-01-01-20.wav,4.2375625,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-02-01-02-20.wav,4.170875,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-02-02-01-20.wav,3.8705625,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-06-02-02-02-20.wav,3.9039375,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-01-01-01-20.wav,3.8705625,1.984
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-01-01-02-20.wav,3.7370625,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-01-02-01-20.wav,3.637,1.824
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-01-02-02-20.wav,3.8371875,2.144
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-02-01-01-20.wav,4.104125,2.176
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-02-01-02-20.wav,4.104125,2.112
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-02-02-01-20.wav,4.7380625,2.784
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-07-02-02-02-20.wav,3.8705625,2.4
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-01-01-20.wav,3.236625,1.344
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-01-02-20.wav,3.57025,1.632
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-02-01-20.wav,3.1365,1.248
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-01-02-02-20.wav,3.2031875,1.28
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-01-01-20.wav,3.7370625,1.792
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-01-02-20.wav,3.236625,1.312
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-02-01-20.wav,3.536875,2.208
ravdess/Audio_Speech_Actors_01-24_16k/Actor_20/03-01-08-02-02-02-20.wav,3.4368125,1.536
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-01-01-21.wav,3.8371875,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-01-02-21.wav,3.970625,2.048
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-02-01-21.wav,3.603625,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-01-01-02-02-21.wav,3.670375,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-01-01-21.wav,3.8371875,1.92
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-01-02-21.wav,3.8038125,1.824
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-02-01-21.wav,3.70375,1.76
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-01-02-02-21.wav,3.8371875,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-01-01-21.wav,3.8038125,1.888
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-01-02-21.wav,3.9373125,2.016
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-02-01-21.wav,3.670375,1.728
ravdess/Audio_Speech_Actors_01-24_16k/Actor_21/03-01-03-02-02-02-21.wav,3.8038125,1.824
