row_index,source,dataset,filename,filepath,speaker,raw_label,emotion,augmentation,n_samples,real_frames
2648,processed,ravdess,03-01-07-02-02-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-07-02-02-01-05.wav,05,07,Disgust,none,39936,250
2649,processed,ravdess,03-01-07-02-02-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-07-02-02-02-05.wav,05,07,Disgust,none,52736,330
2650,processed,ravdess,03-01-08-01-01-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-01-01-05.wav,05,08,Surprise,none,30720,193
2651,processed,ravdess,03-01-08-01-01-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-01-02-05.wav,05,08,Surprise,none,30208,189
2652,processed,ravdess,03-01-08-01-02-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-02-01-05.wav,05,08,Surprise,none,20480,129
2653,processed,ravdess,03-01-08-01-02-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-01-02-02-05.wav,05,08,Surprise,none,30208,189
2654,processed,ravdess,03-01-08-02-01-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-01-01-05.wav,05,08,Surprise,none,36352,228
2655,processed,ravdess,03-01-08-02-01-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-01-02-05.wav,05,08,Surprise,none,36864,231
2656,processed,ravdess,03-01-08-02-02-01-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-02-01-05.wav,05,08,Surprise,none,27648,173
2657,processed,ravdess,03-01-08-02-02-02-05.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_05/03-01-08-02-02-02-05.wav,05,08,Surprise,none,31232,196
2658,processed,ravdess,03-01-01-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-01-01-01-01-06.wav,06,01,Neutral,none,23552,148
2659,processed,ravdess,03-01-01-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-01-01-01-02-06.wav,06,01,Neutral,none,28672,180
2660,processed,ravdess,03-01-01-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-01-01-02-01-06.wav,06,01,Neutral,none,25088,157
2661,processed,ravdess,03-01-01-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-01-01-02-02-06.wav,06,01,Neutral,none,25600,161
2662,processed,ravdess,03-01-03-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-01-01-01-06.wav,06,03,Happy,none,28672,180
2663,processed,ravdess,03-01-03-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-01-01-02-06.wav,06,03,Happy,none,32256,202
2664,processed,ravdess,03-01-03-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-01-02-01-06.wav,06,03,Happy,none,26112,164
2665,processed,ravdess,03-01-03-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-01-02-02-06.wav,06,03,Happy,none,25600,161
2666,processed,ravdess,03-01-03-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-02-01-01-06.wav,06,03,Happy,none,31232,196
2667,processed,ravdess,03-01-03-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-02-01-02-06.wav,06,03,Happy,none,31232,196
2668,processed,ravdess,03-01-03-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-02-02-01-06.wav,06,03,Happy,none,29696,186
2669,processed,ravdess,03-01-03-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-03-02-02-02-06.wav,06,03,Happy,none,28160,177
2670,processed,ravdess,03-01-04-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-01-01-01-06.wav,06,04,Sad,none,29184,183
2671,processed,ravdess,03-01-04-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-01-01-02-06.wav,06,04,Sad,none,37376,234
2672,processed,ravdess,03-01-04-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-01-02-01-06.wav,06,04,Sad,none,27136,170
2673,processed,ravdess,03-01-04-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-01-02-02-06.wav,06,04,Sad,none,27136,170
2674,processed,ravdess,03-01-04-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-02-01-01-06.wav,06,04,Sad,none,44544,279
2675,processed,ravdess,03-01-04-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-02-01-02-06.wav,06,04,Sad,none,53248,333
2676,processed,ravdess,03-01-04-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-02-02-01-06.wav,06,04,Sad,none,49664,311
2677,processed,ravdess,03-01-04-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-04-02-02-02-06.wav,06,04,Sad,none,46592,292
2678,processed,ravdess,03-01-05-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-01-01-01-06.wav,06,05,Angry,none,30208,189
2679,processed,ravdess,03-01-05-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-01-01-02-06.wav,06,05,Angry,none,36864,231
2680,processed,ravdess,03-01-05-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-01-02-01-06.wav,06,05,Angry,none,37376,234
2681,processed,ravdess,03-01-05-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-01-02-02-06.wav,06,05,Angry,none,33280,209
2682,processed,ravdess,03-01-05-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-02-01-01-06.wav,06,05,Angry,none,35328,221
2683,processed,ravdess,03-01-05-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-02-01-02-06.wav,06,05,Angry,none,36864,231
2684,processed,ravdess,03-01-05-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-02-02-01-06.wav,06,05,Angry,none,41472,260
2685,processed,ravdess,03-01-05-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-05-02-02-02-06.wav,06,05,Angry,none,40960,257
2686,processed,ravdess,03-01-06-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-01-01-01-06.wav,06,06,Fear,none,30208,189
2687,processed,ravdess,03-01-06-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-01-01-02-06.wav,06,06,Fear,none,27136,170
2688,processed,ravdess,03-01-06-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-01-02-01-06.wav,06,06,Fear,none,28672,180
2689,processed,ravdess,03-01-06-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-01-02-02-06.wav,06,06,Fear,none,28160,177
2690,processed,ravdess,03-01-06-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-02-01-01-06.wav,06,06,Fear,none,29184,183
2691,processed,ravdess,03-01-06-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-02-01-02-06.wav,06,06,Fear,none,32768,205
2692,processed,ravdess,03-01-06-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-02-02-01-06.wav,06,06,Fear,none,30208,189
2693,processed,ravdess,03-01-06-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-06-02-02-02-06.wav,06,06,Fear,none,30720,193
2694,processed,ravdess,03-01-07-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-01-01-01-06.wav,06,07,Disgust,none,39424,247
2695,processed,ravdess,03-01-07-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-01-01-02-06.wav,06,07,Disgust,none,39424,247
2696,processed,ravdess,03-01-07-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-01-02-01-06.wav,06,07,Disgust,none,30720,193
2697,processed,ravdess,03-01-07-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-01-02-02-06.wav,06,07,Disgust,none,37376,234
2698,processed,ravdess,03-01-07-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-02-01-01-06.wav,06,07,Disgust,none,38912,244
2699,processed,ravdess,03-01-07-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-02-01-02-06.wav,06,07,Disgust,none,33280,209
2700,processed,ravdess,03-01-07-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-02-02-01-06.wav,06,07,Disgust,none,35328,221
2701,processed,ravdess,03-01-07-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-07-02-02-02-06.wav,06,07,Disgust,none,43520,273
2702,processed,ravdess,03-01-08-01-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-01-01-01-06.wav,06,08,Surprise,none,23552,148
2703,processed,ravdess,03-01-08-01-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-01-01-02-06.wav,06,08,Surprise,none,22016,138
2704,processed,ravdess,03-01-08-01-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-01-02-01-06.wav,06,08,Surprise,none,22528,141
2705,processed,ravdess,03-01-08-01-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-01-02-02-06.wav,06,08,Surprise,none,22528,141
2706,processed,ravdess,03-01-08-02-01-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-02-01-01-06.wav,06,08,Surprise,none,29696,186
2707,processed,ravdess,03-01-08-02-01-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-02-01-02-06.wav,06,08,Surprise,none,24576,154
2708,processed,ravdess,03-01-08-02-02-01-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-02-02-01-06.wav,06,08,Surprise,none,24576,154
2709,processed,ravdess,03-01-08-02-02-02-06.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_06/03-01-08-02-02-02-06.wav,06,08,Surprise,none,23552,148
2710,processed,ravdess,03-01-01-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-01-01-01-01-07.wav,07,01,Neutral,none,33280,209
2711,processed,ravdess,03-01-01-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-01-01-01-02-07.wav,07,01,Neutral,none,32256,202
2712,processed,ravdess,03-01-01-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-01-01-02-01-07.wav,07,01,Neutral,none,32768,205
2713,processed,ravdess,03-01-01-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-01-01-02-02-07.wav,07,01,Neutral,none,32256,202
2714,processed,ravdess,03-01-03-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-01-01-01-07.wav,07,03,Happy,none,27648,173
2715,processed,ravdess,03-01-03-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-01-01-02-07.wav,07,03,Happy,none,27136,170
2716,processed,ravdess,03-01-03-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-01-02-01-07.wav,07,03,Happy,none,25088,157
2717,processed,ravdess,03-01-03-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-01-02-02-07.wav,07,03,Happy,none,25088,157
2718,processed,ravdess,03-01-03-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-02-01-01-07.wav,07,03,Happy,none,45568,285
2719,processed,ravdess,03-01-03-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-02-01-02-07.wav,07,03,Happy,none,37888,237
2720,processed,ravdess,03-01-03-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-02-02-01-07.wav,07,03,Happy,none,46080,289
2721,processed,ravdess,03-01-03-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-03-02-02-02-07.wav,07,03,Happy,none,36864,231
2722,processed,ravdess,03-01-04-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-01-01-01-07.wav,07,04,Sad,none,27136,170
2723,processed,ravdess,03-01-04-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-01-01-02-07.wav,07,04,Sad,none,27648,173
2724,processed,ravdess,03-01-04-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-01-02-01-07.wav,07,04,Sad,none,28160,177
2725,processed,ravdess,03-01-04-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-01-02-02-07.wav,07,04,Sad,none,32768,205
2726,processed,ravdess,03-01-04-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-01-01-07.wav,07,04,Sad,none,39936,250
2727,processed,ravdess,03-01-04-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-01-02-07.wav,07,04,Sad,none,46035,288
2728,processed,ravdess,03-01-04-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-02-01-07.wav,07,04,Sad,none,42832,268
2729,processed,ravdess,03-01-04-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-04-02-02-02-07.wav,07,04,Sad,none,31744,199
2730,processed,ravdess,03-01-05-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-01-01-07.wav,07,05,Angry,none,34304,215
2731,processed,ravdess,03-01-05-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-01-02-07.wav,07,05,Angry,none,34304,215
2732,processed,ravdess,03-01-05-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-02-01-07.wav,07,05,Angry,none,34304,215
2733,processed,ravdess,03-01-05-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-01-02-02-07.wav,07,05,Angry,none,34304,215
2734,processed,ravdess,03-01-05-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-01-01-07.wav,07,05,Angry,none,27136,170
2735,processed,ravdess,03-01-05-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-01-02-07.wav,07,05,Angry,none,33792,212
2736,processed,ravdess,03-01-05-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-02-01-07.wav,07,05,Angry,none,30720,193
2737,processed,ravdess,03-01-05-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-05-02-02-02-07.wav,07,05,Angry,none,38912,244
2738,processed,ravdess,03-01-06-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-01-01-07.wav,07,06,Fear,none,51712,324
2739,processed,ravdess,03-01-06-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-01-02-07.wav,07,06,Fear,none,26624,167
2740,processed,ravdess,03-01-06-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-02-01-07.wav,07,06,Fear,none,25600,161
2741,processed,ravdess,03-01-06-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-01-02-02-07.wav,07,06,Fear,none,24576,154
2742,processed,ravdess,03-01-06-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-02-01-01-07.wav,07,06,Fear,none,28672,180
2743,processed,ravdess,03-01-06-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-02-01-02-07.wav,07,06,Fear,none,27136,170
2744,processed,ravdess,03-01-06-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-02-02-01-07.wav,07,06,Fear,none,25088,157
2745,processed,ravdess,03-01-06-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-06-02-02-02-07.wav,07,06,Fear,none,26112,164
2746,processed,ravdess,03-01-07-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-01-01-01-07.wav,07,07,Disgust,none,27136,170
2747,processed,ravdess,03-01-07-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-01-01-02-07.wav,07,07,Disgust,none,26624,167
2748,processed,ravdess,03-01-07-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-01-02-01-07.wav,07,07,Disgust,none,26624,167
2749,processed,ravdess,03-01-07-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-01-02-02-07.wav,07,07,Disgust,none,28160,177
2750,processed,ravdess,03-01-07-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-02-01-01-07.wav,07,07,Disgust,none,36864,231
2751,processed,ravdess,03-01-07-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-02-01-02-07.wav,07,07,Disgust,none,40960,257
2752,processed,ravdess,03-01-07-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-02-02-01-07.wav,07,07,Disgust,none,37376,234
2753,processed,ravdess,03-01-07-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-07-02-02-02-07.wav,07,07,Disgust,none,47104,295
2754,processed,ravdess,03-01-08-01-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-01-01-01-07.wav,07,08,Surprise,none,27136,170
2755,processed,ravdess,03-01-08-01-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-01-01-02-07.wav,07,08,Surprise,none,28160,177
2756,processed,ravdess,03-01-08-01-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-01-02-01-07.wav,07,08,Surprise,none,26624,167
2757,processed,ravdess,03-01-08-01-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-01-02-02-07.wav,07,08,Surprise,none,26112,164
2758,processed,ravdess,03-01-08-02-01-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-02-01-01-07.wav,07,08,Surprise,none,32256,202
2759,processed,ravdess,03-01-08-02-01-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-02-01-02-07.wav,07,08,Surprise,none,29184,183
2760,processed,ravdess,03-01-08-02-02-01-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-02-02-01-07.wav,07,08,Surprise,none,25088,157
2761,processed,ravdess,03-01-08-02-02-02-07.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_07/03-01-08-02-02-02-07.wav,07,08,Surprise,none,26624,167
2762,processed,ravdess,03-01-01-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-01-01-08.wav,08,01,Neutral,none,25600,161
2763,processed,ravdess,03-01-01-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-01-02-08.wav,08,01,Neutral,none,28160,177
2764,processed,ravdess,03-01-01-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-02-01-08.wav,08,01,Neutral,none,26624,167
2765,processed,ravdess,03-01-01-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-01-01-02-02-08.wav,08,01,Neutral,none,25088,157
2766,processed,ravdess,03-01-03-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-01-01-08.wav,08,03,Happy,none,26112,164
2767,processed,ravdess,03-01-03-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-01-02-08.wav,08,03,Happy,none,25600,161
2768,processed,ravdess,03-01-03-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-02-01-08.wav,08,03,Happy,none,25088,157
2769,processed,ravdess,03-01-03-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-01-02-02-08.wav,08,03,Happy,none,24576,154
2770,processed,ravdess,03-01-03-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-01-01-08.wav,08,03,Happy,none,29184,183
2771,processed,ravdess,03-01-03-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-01-02-08.wav,08,03,Happy,none,30720,193
2772,processed,ravdess,03-01-03-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-02-01-08.wav,08,03,Happy,none,30720,193
2773,processed,ravdess,03-01-03-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-03-02-02-02-08.wav,08,03,Happy,none,40448,253
2774,processed,ravdess,03-01-04-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-01-01-08.wav,08,04,Sad,none,34816,218
2775,processed,ravdess,03-01-04-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-01-02-08.wav,08,04,Sad,none,29696,186
2776,processed,ravdess,03-01-04-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-02-01-08.wav,08,04,Sad,none,25088,157
2777,processed,ravdess,03-01-04-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-01-02-02-08.wav,08,04,Sad,none,36864,231
2778,processed,ravdess,03-01-04-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-01-01-08.wav,08,04,Sad,none,25088,157
2779,processed,ravdess,03-01-04-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-01-02-08.wav,08,04,Sad,none,46080,289
2780,processed,ravdess,03-01-04-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-02-01-08.wav,08,04,Sad,none,25600,161
2781,processed,ravdess,03-01-04-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-04-02-02-02-08.wav,08,04,Sad,none,43900,275
2782,processed,ravdess,03-01-05-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-01-01-08.wav,08,05,Angry,none,26112,164
2783,processed,ravdess,03-01-05-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-01-02-08.wav,08,05,Angry,none,41984,263
2784,processed,ravdess,03-01-05-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-02-01-08.wav,08,05,Angry,none,23040,145
2785,processed,ravdess,03-01-05-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-01-02-02-08.wav,08,05,Angry,none,24576,154
2786,processed,ravdess,03-01-05-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-01-01-08.wav,08,05,Angry,none,42496,266
2787,processed,ravdess,03-01-05-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-01-02-08.wav,08,05,Angry,none,27136,170
2788,processed,ravdess,03-01-05-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-02-01-08.wav,08,05,Angry,none,25088,157
2789,processed,ravdess,03-01-05-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-05-02-02-02-08.wav,08,05,Angry,none,26112,164
2790,processed,ravdess,03-01-06-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-01-01-08.wav,08,06,Fear,none,34304,215
2791,processed,ravdess,03-01-06-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-01-02-08.wav,08,06,Fear,none,38400,241
2792,processed,ravdess,03-01-06-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-02-01-08.wav,08,06,Fear,none,27136,170
2793,processed,ravdess,03-01-06-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-01-02-02-08.wav,08,06,Fear,none,26624,167
2794,processed,ravdess,03-01-06-02-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-01-01-08.wav,08,06,Fear,none,25600,161
2795,processed,ravdess,03-01-06-02-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-01-02-08.wav,08,06,Fear,none,25088,157
2796,processed,ravdess,03-01-06-02-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-02-01-08.wav,08,06,Fear,none,26624,167
2797,processed,ravdess,03-01-06-02-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-06-02-02-02-08.wav,08,06,Fear,none,47125,295
2798,processed,ravdess,03-01-07-01-01-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-01-01-08.wav,08,07,Disgust,none,31744,199
2799,processed,ravdess,03-01-07-01-01-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-01-02-08.wav,08,07,Disgust,none,37888,237
2800,processed,ravdess,03-01-07-01-02-01-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-02-01-08.wav,08,07,Disgust,none,31232,196
2801,processed,ravdess,03-01-07-01-02-02-08.wav,ravdess/Audio_Speech_Actors_01-24_16k/Actor_08/03-01-07-01-02-02-08.wav,08,07,Disgust,none,28672,180
